registrationNumber,type,legalName,tradeName,address,street,place,zip,county,status,dateFirstRegistered,dateRegisteredThrough,deletedDate,successorRegistrationNumber,cd119,cd_method,in_ny23,community
015902,Pharmacy,"NORTH TONAWANDA CVS STORE, INC.",CVS PHARMACY,90 MANHATTAN ST. NO. TONAWANDA NY 14120,90 MANHATTAN ST,. NO. TONAWANDA,14120,NIAGARA,Transfer,"August 09, 1977","March 08, 1988","March 08, 1988",019748,,,unknown,yes
023806,Wholesaler/Repacker,NORTHEAST MEDICAL EQUIPMENT INC.,FIRST COMMUNITY CARE,210 JOHN GLENN DR. SUITE 5 AMHERST NY 14228,210 JOHN GLENN DR,. AMHERST,14228,ERIE,Discontinued,"January 12, 1999","January 29, 2013","January 29, 2013",NONE,,,unknown,no
032266,Wholesaler,NORTHEAST MEDICAL EQUIPMENT INC.,ROTECH,210 JOHN GLENN DRIVE SUITE 5 AMHERST NY 14228,210 JOHN GLENN DRIVE,AMHERST,14228,ERIE,Active,"January 13, 2014","December 31, 2028",,NONE,,,unknown,no
010068,Pharmacy,"NORTHTOWN PHARMACY, INC.",,3091 SHERIDAN DRIVE EGGERTSVILLE NY 14226,3091 SHERIDAN DRIVE,EGGERTSVILLE,14226,ERIE,Discontinued,"July 19, 1963","August 19, 1990","August 19, 1990",NONE,,,unknown,yes
022302,Pharmacy,NYS DOCCS COLLINS CORRECTIONAL FACILITY,,C/O PHARMACY MIDDLE RD PO BOX 490 COLLINS NY 14034,MIDDLE RD,COLLINS,14034,ERIE,Active,"November 09, 1994","November 30, 2028",,NONE,23,unmatched address; town wholly in/out of NY-23 (assumed),yes,no
016329,Pharmacy,NYS DOCCS ELMIRA CORRECTIONAL FACILITY,,C/O PHARMACY 1879 DAVIS STREET P.O. BOX 500 ELMIRA NY 14902,1879 DAVIS STREET,ELMIRA,14902,CHEMUNG,Active,"January 11, 1979","January 31, 2028",,NONE,23,county wholly in NY-23,yes,no
017983,Pharmacy,NYS DOCCS WENDE CORRECTIONAL FACILITY,WENDE CORRECTIONAL FACILITY,C/O PHARMACY P.O.BOX 1187 3622 WENDE ROAD ALDEN NY 14004-1187,P.O.BOX 1187 3622 WENDE ROAD,ALDEN,14004,ERIE,Active,"December 13, 1983","December 31, 2028",,NONE,23,Census batch geocode + point-in-district,yes,no
025214,Pharmacy,"OAKWOOD HEALTH CARE CENTER, INC.",ELDERWOOD HEALTH CARE AT OAKWOOD,C/O PHARMACY 200 BASSETT RD. WILLIAMSVILLE NY 14221,200 BASSETT RD,. WILLIAMSVILLE,14221,ERIE,Transfer,"February 19, 2002","August 06, 2013","August 06, 2013",031932,,,unknown,yes
022745,Pharmacy,OCR-RA ACQUISITION CORPORATION,LONG TERM CARE SERVICES OF BUFFALO,621 DELAWARE AVE. TONAWANDA NY 14150,621 DELAWARE AVE,. TONAWANDA,14150,ERIE,Discontinued,"December 11, 1995","October 26, 1998","October 26, 1998",NONE,,,unknown,no
012737,Pharmacy,OKIE'S PHARMACY INC.,,279 YOUNG ST. WILSON NY 14172,279 YOUNG ST,. WILSON,14172,NIAGARA,Discontinued,"October 10, 1969","June 09, 1998","June 09, 1998",NONE,,,unknown,yes
015574,Pharmacy,"OKIE'S PHARMACY OF NEWFANE, INC.",,2897 LOCKPORT-OLCOTT RD. NEWFANE NY 14108,2897 LOCKPORT-OLCOTT RD,. NEWFANE,14108,NIAGARA,Discontinued,"August 30, 1976","June 09, 1998","June 09, 1998",NONE,,,unknown,yes
014198,Pharmacy,OLEAN CLINTON STORES INC.,CVS PHARMACY,2503 W. STATE STREET OLEAN NY 14760,2503 W. STATE STREET,OLEAN,14760,CATTARAUGUS,Discontinued,"May 18, 1973","November 17, 1993","November 17, 1993",NONE,23,county wholly in NY-23,yes,yes
024816,Wholesaler/Repacker,"OLEAN GENERAL HEALTH CARE SYSTEMS, LLC",,234 HOMER ST. OLEAN NY 14760,234 HOMER ST,. OLEAN,14760,CATTARAUGUS,Discontinued,"January 29, 2001","July 28, 2004","July 28, 2004",NONE,23,county wholly in NY-23,yes,no
023646,Pharmacy,OLEAN GENERAL HEALTHCARE SERVICES L.L.C.,OLEAN GENERAL HEALTHCARE SYSTEMS PHARMACY,C/O PHARMACY 234 HOMER STREET OLEAN NY 14760,234 HOMER STREET,OLEAN,14760,CATTARAUGUS,Discontinued,"July 02, 1998","July 24, 2000","July 24, 2000",NONE,23,county wholly in NY-23,yes,yes
000760,Pharmacy,OLEAN GENERAL HOSPITAL,,C/O PHARMACY 515 MAIN ST. OLEAN NY 14760,515 MAIN ST,. OLEAN,14760,CATTARAUGUS,Active,"September 01, 1952","September 30, 2028",,NONE,23,county wholly in NY-23,yes,no
021004,Pharmacy,OLEAN GENERAL HOSPITAL,,C/O PHARMACY 2221 W. STATE ST. OLEAN NY 14760,2221 W. STATE ST,. OLEAN,14760,CATTARAUGUS,Discontinued,"July 03, 1991","February 25, 2001","February 25, 2001",NONE,23,county wholly in NY-23,yes,no
023596,Wholesaler,OLEAN GENERAL HOSPITAL,,C/O PHARMACY 234 HOMER ST. OLEAN NY 14760,234 HOMER ST,. OLEAN,14760,CATTARAUGUS,Discontinued,"April 08, 1998","May 03, 2007","May 03, 2007",NONE,23,county wholly in NY-23,yes,no
303180,Wholesaler,OLEAN WHOLESALE GROCERY CO'OP INC.,,HASKELL ROAD OLEAN NY 14760,HASKELL ROAD,OLEAN,14760,CATTARAUGUS,Discontinued,"January 01, 1939","November 10, 1992","November 10, 1992",NONE,23,county wholly in NY-23,yes,no
030717,Pharmacy,ONCOMED THE ONCOLOGY PHARMACY OF BUFFALO NY LLC,ONCO360,140 JOHN JAMES AUDUBON PARKWAY STE 101 AMHERST NY 14228,140 JOHN JAMES AUDUBON PARKWAY,AMHERST,14228,ERIE,Active,"May 10, 2011","April 30, 2029",,NONE,26,geocoded earlier,no,no
031895,Wholesaler,ONCOMED THE ONCOLOGY PHARMACY OF BUFFALO NY LLC.,ONCO360,1100 MAIN STREET SUITE 120 BUFFALO NY 14209,1100 MAIN STREET,BUFFALO,14209,ERIE,Discontinued,"April 05, 2013","November 15, 2018","November 15, 2018",NONE,,,unknown,no
202401,Wholesaler/Repacker,"ONONDAGA MEDICAL INSTRUMENTS, INC.",NATIONAL MEDICAL HOMECARE,385 NAGEL DRIVE CHEETOWAGA NY 14225,385 NAGEL DRIVE,CHEETOWAGA,14225,ERIE,Discontinued,"August 20, 1984","August 31, 1989","August 31, 1989",NONE,,,unknown,no
021202,Pharmacy,OUR LADY OF VICTORY HOSPITAL OF LACKAWANNA,OLV PRIMARY CARE AND SURGERY CENTER,OLV PRIMARY CARE & SURG 6300 POWERS RD. ORCHARD PARK NY 14127,OLV PRIMARY CARE & SURG 6300 POWERS RD,. ORCHARD PARK,14127,ERIE,Discontinued,"January 15, 1992","December 31, 2001","December 31, 2001",NONE,,,unknown,no
001208,Pharmacy,OUR LADY OF VICTORY HOSPITAL OF LACKAWANNA,"OUR LADY OF VICTORY HOSPITAL, INC. (X-REF.)",PHARMACY DEPT. 55 MELROY AT RIDGE RD. LACKAWANNA NY 14218,. 55 MELROY AT RIDGE RD,. LACKAWANNA,14218,ERIE,Discontinued,"January 01, 1931","December 31, 2004","December 31, 2004",NONE,,,unknown,no
031036,Pharmacy,"OWEGO PHARMACY, INC. THE",THE OWEGO PHARMACY,1135 ST RT 17C OWEGO NY 13827,1135 ST RT 17C,OWEGO,13827,TIOGA,Active,"February 14, 2012","January 31, 2027",,NONE,23,county wholly in NY-23,yes,yes
013833,Pharmacy,"P.R.N. PHARMACEUTICALS, INC.",KENMORE RX CENTER,2890 ELMWOOD AVE. KENMORE NY 14217,2890 ELMWOOD AVE,. KENMORE,14217,ERIE,Transfer,"July 24, 1972","December 12, 2000","December 12, 2000",024886,,,unknown,yes
303242,Wholesaler,PAKS DRUG INC.,,3435 BAILEY AVENUE BUFFALO NY 14215,3435 BAILEY AVENUE,BUFFALO,14215,ERIE,Discontinued,"May 04, 1970","September 30, 1991","September 30, 1991",NONE,,,unknown,no
018444,Pharmacy,"PARK PHARMACY OF HAMMONDSPORT, INC.",PARK PHARMACY,27 SHEATHER ST. HAMMONDSPORT NY 14840,27 SHEATHER ST,. HAMMONDSPORT,14840,STEUBEN,Transfer,"January 18, 1985","November 17, 2005","November 17, 2005",027457,23,county wholly in NY-23,yes,yes
031160,Pharmacy,"PARK PHARMACY OF HAMMONDSPORT, LLC",PARK PHARMACY OF HAMMONDSPORT,27 SHETHAR ST. HAMMONDSPORT NY 14840,27 SHETHAR ST,. HAMMONDSPORT,14840,STEUBEN,Active,"March 07, 2012","February 28, 2027",,NONE,23,county wholly in NY-23,yes,yes
030772,Pharmacy,PARKER PHARMACY INC.,,1388 HERTEL AVE. BUFFALO NY 14216,1388 HERTEL AVE,. BUFFALO,14216,ERIE,Active,"July 01, 2011","June 30, 2029",,NONE,26,Census batch geocode + point-in-district,no,yes
001213,Pharmacy,PARKER'S PHARMACY INC.,,1862 HERTEL AVENUE BUFFALO NY 14216,1862 HERTEL AVENUE,BUFFALO,14216,ERIE,Transfer,"November 01, 1943","November 19, 1999","November 19, 1999",024466,26,unmatched address; town wholly in/out of NY-23 (assumed),no,yes
017653,Pharmacy,"PARKSIDE PHARMACY, INC.",,975 BROADWAY BUFFALO NY 14212,975 BROADWAY,BUFFALO,14212,ERIE,Discontinued,"January 12, 1983","February 26, 2018","February 26, 2018",NONE,26,unmatched address; town wholly in/out of NY-23 (assumed),no,yes
019522,Pharmacy,"PARKVIEW FAMILY CENTERS, INC.",PARKVIEW DRUGS,2189 SENECA ST. BUFFALO NY 14210,2189 SENECA ST,. BUFFALO,14210,ERIE,Transfer,"August 21, 1987","July 19, 1990","July 19, 1990",020678,,,unknown,yes
033387,Pharmacy,PARKVIEW HEALTH SERVICES LLC,,3920 MAIN ST SUITE 100 AMHERST NY 14226,3920 MAIN ST,AMHERST,14226,ERIE,Active,"March 23, 2015","February 28, 2027",,NONE,26,geocoded earlier,no,yes
027825,Pharmacy,PARKVIEW HEALTH SERVICES OF NEW YORK LLC,,1770 COLVIN BOULEVARD BUFFALO NY 14223,1770 COLVIN BOULEVARD,BUFFALO,14223,ERIE,Discontinued,"July 13, 2006","March 23, 2015","March 23, 2015",NONE,26,unmatched address; town wholly in/out of NY-23 (assumed),no,yes
018596,Pharmacy,"PARKVIEW HEALTH SERVICES, INC.",,C/O PHARMACY 1770 COLVIN BLVD. BUFFALO NY 14223,1770 COLVIN BLVD,. BUFFALO,14223,ERIE,Transfer,"May 21, 1985","July 13, 2006","July 13, 2006",027825,,,unknown,yes
036719,Pharmacy,"PARKVIEW NIAGARA STREET, LLC",RIVERVIEW PROFESSIONAL PHARMACY,3920 MAIN ST SUITE 150 AMHERST NY 14226,3920 MAIN ST,AMHERST,14226,ERIE,Active,"July 24, 2018","June 30, 2027",,NONE,26,geocoded earlier,no,yes
015618,Pharmacy,"PARKVIEW PHARMACY, INC.",,988-998 ELMWOOD AVE. BUFFALO NY 14222,988-998 ELMWOOD AVE,. BUFFALO,14222,ERIE,Discontinued,"October 19, 1976","August 31, 1995","August 31, 1995",NONE,,,unknown,yes
040378,Pharmacy,"PARKVIEW WEST SIDE RX, LLC",,1050 NIAGARA ST SUITE 110 BUFFALO NY 14213,1050 NIAGARA ST,BUFFALO,14213,ERIE,Active,"August 28, 2023","July 31, 2029",,NONE,26,geocoded earlier,no,yes
024205,Wholesaler,PARMED PHARMACEUTICALS INC.,,1755 MARYLAND AVE. NIAGARA FALLS NY 14305,1755 MARYLAND AVE,. NIAGARA FALLS,14305,ERIE,Discontinued,"March 01, 1999","May 05, 2006","May 05, 2006",NONE,,,unknown,no
202438,Wholesaler,PARMED PHARMACEUTICALS LLC.,,4220 HYDE PARK BLVD. NIAGARA FALLS NY 14305,4220 HYDE PARK BLVD,. NIAGARA FALLS,14305,NIAGARA,Transfer,"July 14, 1986","April 13, 2016","April 13, 2016",034426,,,unknown,no
022020,Wholesaler,"PARMED PHARMACEUTICALS, INC.",,1920 MARYLAND AVE. NIAGARA FALLS NY 14305,1920 MARYLAND AVE,. NIAGARA FALLS,14305,NIAGARA,Not Active,Not On File,"January 03, 1995","January 03, 1995",NONE,,,unknown,no
011535,Pharmacy,"PARSONS DRUG STORE OF TONAWANDA, INC.",,40 MAIN STREET TONAWANDA NY 14150,40 MAIN STREET,TONAWANDA,14150,ERIE,Discontinued,"January 19, 1967","July 30, 1988","July 30, 1988",NONE,,,unknown,yes
018000,Pharmacy,"PATERNITI, GUY GAVIN",SOUTH DAYTON PHARMACY,SOUTH DAYTON PHARMACY PINE STREET SOUTH DAYTON NY 14138,SOUTH DAYTON PHARMACY PINE STREET,SOUTH DAYTON,14138,CATTARAUGUS,Transfer,"January 02, 1984","July 05, 2007","July 05, 2007",028482,23,county wholly in NY-23,yes,yes
031921,Pharmacy,PATIENT'S PHARMACY INC.,PATIENT'S PHARMACY AND MEDICAL,436 CENTRAL AVE. DUNKIRK NY 14048,436 CENTRAL AVE,. DUNKIRK,14048,CHAUTAUQUA,Discontinued,"July 12, 2013","September 30, 2018","September 30, 2018",NONE,23,county wholly in NY-23,yes,yes
028570,Pharmacy,"PATIENT'S PHARMACY, INC.",,707 FAIRMOUNT AVE STE 6 JAMESTOWN NY 14701,707 FAIRMOUNT AVE,JAMESTOWN,14701,CHAUTAUQUA,Active,"October 22, 2007","September 30, 2028",,NONE,23,county wholly in NY-23,yes,yes
042137,Pharmacy,"PATIENT'S PHARMACY, INC.",PATIENT'S PHARMACY RANDOLPH,117 MAIN ST SUITE #3 RANDOLPH NY 14772,117 MAIN ST,RANDOLPH,14772,CATTARAUGUS,Active,"November 21, 2025","October 31, 2028",,NONE,23,county wholly in NY-23,yes,yes
304299,Wholesaler,PATTERSON DENTAL CO.,,15 HAZELWOOD DR. SUITE 112 AMHERST NY 14228,15 HAZELWOOD DR,. AMHERST,14228,ERIE,Transfer,"March 07, 1980","August 15, 1996","August 15, 1996",022986,,,unknown,no
022986,Wholesaler,"PATTERSON DENTAL SUPPLY, INC.",,405 CROSSPOINT PARKWAY SUITE 110 AMHERST NY 14068,405 CROSSPOINT PARKWAY,AMHERST,14068,ERIE,Discontinued,"August 15, 1996","August 31, 2019","August 31, 2019",NONE,,,unknown,no
028672,Wholesaler,"PATTERSON LOGISTICS SERVICES, INC",,101 WALES AVE. TONAWANDA NY 14150,101 WALES AVE,. TONAWANDA,14150,ERIE,Discontinued,"June 12, 2008","March 03, 2017","March 03, 2017",NONE,,,unknown,no
025935,Wholesaler/Repacker,PATTERSON MEDICAL REPAIRS INC.,,45 BOXWOOD LANE CHEEKTOWAGA NY 14225,45 BOXWOOD LANE,CHEEKTOWAGA,14225,ERIE,Transfer,"May 19, 2003","January 27, 2009","January 27, 2009",028878,,,unknown,no
033948,Wholesaler,"PATTERSON MEDICAL SUPPLY, INC.",,500 FILLMORE AVENUE TONAWANDA NY 14150,500 FILLMORE AVENUE,TONAWANDA,14150,ERIE,Not Active,Not On File,"December 16, 2015","December 16, 2015",NONE,,,unknown,no
032351,Pharmacy,PENDLETON STAR PHARMACY INC.,,6503 CAMPBELL BLVD. LOCKPORT NY 14094,6503 CAMPBELL BLVD,. LOCKPORT,14094,NIAGARA,Active,"November 21, 2013","October 31, 2028",,NONE,23,Census batch geocode + point-in-district,yes,yes
022101,Pharmacy,PENN TRAFFIC COMPANY,,QUALITY MARKETS PHARMACY 7134 ROCHESTER RD. LOCKPORT NY 14094,QUALITY MARKETS PHARMACY 7134 ROCHESTER RD,. LOCKPORT,14094,NIAGARA,Transfer,"May 09, 1994","April 08, 2010","April 08, 2010",030102,,,unknown,yes
021708,Pharmacy,"PENN TRAFFIC COMPANY, THE",P & C FOOD MARKETS,D/B/A P & C FOOD MARKETS 1600 CEDAR ST. ELMIRA NY 14905,D/B/A P & C FOOD MARKETS 1600 CEDAR ST,. ELMIRA,14905,CHEMUNG,Transfer,"June 30, 1993","April 08, 2010","April 08, 2010",030098,23,county wholly in NY-23,yes,yes
025420,Pharmacy,"PENN TRAFFIC COMPANY, THE",P & C FOOD MARKET & PHARMACY,C/O PHARMACY 300 SO.HAMILTON ST. PAINTED POST NY 14870,300 SO.HAMILTON ST,. PAINTED POST,14870,STEUBEN,Discontinued,"July 01, 2002","November 05, 2003","November 05, 2003",NONE,23,county wholly in NY-23,yes,yes
022515,Pharmacy,"PENN TRAFFIC COMPANY, THE",QUALITY MARKETS FOOD & PHARMACY,C/O PHARMACY 738 FOOTE AVE. JAMESTOWN NY 14701,738 FOOTE AVE,. JAMESTOWN,14701,CHAUTAUQUA,Transfer,"June 01, 1995","April 08, 2010","April 08, 2010",030101,23,county wholly in NY-23,yes,yes
025262,Pharmacy,"PENN TRAFFIC COMPANY, THE",QUALITY MARKETS,C/O PHARMACY 5274 MAIN & UNION WILLIAMSVILLE NY 14221,5274 MAIN,& UNION WILLIAMSVILLE,14221,ERIE,Transfer,"January 28, 2002","April 08, 2010","April 08, 2010",030095,,,unknown,yes
021713,Pharmacy,"PENN TRAFFIC COMPANY, THE",D/B/A QUALITY MARKETS,249 FLUVANNA AVE. JAMESTOWN NY 14701,249 AVE,. JAMESTOWN,14701,CHAUTAUQUA,Discontinued,"June 08, 1993","June 12, 2009","June 12, 2009",NONE,23,county wholly in NY-23,yes,yes
022439,Pharmacy,"PENN TRAFFIC COMPANY, THE/QUALITY MARKETS DIV.",QUALITY MARKETS PHARMACY,D/B/A QUALITY MARKETS PHARMACY S-5999 S. PARK AVE. HAMBURG NY 14075,D/B/A QUALITY MARKETS PHARMACY S-5999 S. PARK AVE,. HAMBURG,14075,ERIE,Discontinued,"March 09, 1995","April 03, 1999","April 03, 1999",NONE,,,unknown,yes
101263,Manufacturer,"PERDIZ, MANUEL LORENZO",ZIDREP LABS,ZIDREP LABS 257 FRANKLIN ST. BUFFALO NY 14202,ZIDREP LABS 257 FRANKLIN ST,. BUFFALO,14202,ERIE,Discontinued,"January 01, 1939","August 31, 1995","August 31, 1995",NONE,,,unknown,no
029551,Wholesaler,"PERFORMANCE HEALTH SUPPLY, INC.",MEDCO SUPPLY COMPANY,25 NORTHPOINTE PARKWAY SUITE 25 AMHERST NY 14228-1891,25 NORTHPOINTE PARKWAY,AMHERST,14228,ERIE,Discontinued,"July 10, 2009","July 12, 2022","July 12, 2022",NONE,,,unknown,no
025741,Pharmacy,PERNA-NIAGARA INC.,TOPS MARKET #113,C/O PHARMACY 425 NIAGARA ST. BUFFALO NY 14201,425 NIAGARA ST,. BUFFALO,14201,ERIE,Transfer,"April 03, 2003","February 05, 2025","February 05, 2025",041156,26,Census batch geocode + point-in-district,no,yes
018471,Pharmacy,"PERSELL, FREDERICK R.",DAVIS DRUG STORE,DAVIS DRUG STORE 214 FAIRMOUNT AVENUE JAMESTOWN NY 14701,DAVIS DRUG STORE 214 FAIRMOUNT AVENUE,JAMESTOWN,14701,CHAUTAUQUA,Discontinued,"February 12, 1985","April 14, 1992","April 14, 1992",NONE,23,county wholly in NY-23,yes,yes
018009,Pharmacy,"PETE 'N' LARRY'S DRUG CO., INC.",,4101 TRANSIT ROAD WILLIAMSVILLE NY 14221,4101 TRANSIT ROAD,WILLIAMSVILLE,14221,ERIE,Transfer,"January 11, 1984","January 19, 1995","January 19, 1995",022333,,,unknown,yes
021111,Wholesaler,"PETERSON DRUG CO. OF WESTERN NEW YORK, INC.",FAY'S CORNERDRUG,9215 ORCHARD ST. OAKFIELD NY 14125,9215 ORCHARD ST,. OAKFIELD,14125,ERIE,Discontinued,"October 04, 1991","August 31, 1995","August 31, 1995",NONE,,,unknown,no
016493,Pharmacy,PETERSON DRUG COMPANY ALDEN INC.,,13069 BROADWAY ALDEN NY 14004,13069 BROADWAY,ALDEN,14004,ERIE,Transfer,"July 31, 1979","July 30, 1991","July 30, 1991",021031,,,unknown,yes
009830,Pharmacy,"PETERSON DRUG COMPANY OF AKRON, N.Y., INC.",,"81 BUELL ST. AKRON, NY 14001",81 BUELL ST,". AKRON,",14001,ERIE,Transfer,"January 18, 1963","July 30, 1991","July 30, 1991",021029,,,unknown,yes
013122,Pharmacy,"PETERSON DRUG COMPANY OF ARCADE, NEW YORK, INC.",PETERSON DRUG CO.,BIG N PLAZA 12181 OLEAN BUFFALO RD. CHAFFEE NY 14030,BIG N PLAZA 12181 OLEAN BUFFALO RD,. CHAFFEE,14030,CATTARAUGUS,Transfer,"November 11, 1970","July 30, 1991","July 30, 1991",021034,23,county wholly in NY-23,yes,yes
009740,Pharmacy,PETERSON DRUG COMPANY OF MIDDLEPORT INC.,,7134 ROCHESTER RD. LOCKPORT NY 14094,7134 ROCHESTER RD,. LOCKPORT,14094,NIAGARA,Transfer,"November 16, 1962","May 09, 1994","May 09, 1994",022101,,,unknown,yes
009819,Pharmacy,"PETERSON DRUG COMPANY OF NEWFANE, N.Y., INC.",,2740 MAIN ST. NEWFANE NY 14108,2740 MAIN ST,. NEWFANE,14108,NIAGARA,Discontinued,"January 09, 1963","May 19, 2011","May 19, 2011",NONE,,,unknown,yes
010883,Pharmacy,"PETERSON DRUG COMPANY OF THE SOUTHERN TIER, INC.",,BATH SHOPPING PLAZA BATH NY 14810,BATH SHOPPING PLAZA,BATH,14810,STEUBEN,Transfer,"June 05, 1965","July 30, 1991","July 30, 1991",021032,23,county wholly in NY-23,yes,yes
015972,Pharmacy,"PETERSON DRUG COMPANY OF WELLSVILLE, NEW YORK, INC",,BOLIVAR ROAD & RT. 417 WELLSVILLE NY 14895,BOLIVAR ROAD & RT. 417,WELLSVILLE,14895,ALLEGANY,Transfer,"October 20, 1977","July 30, 1991","July 30, 1991",021039,23,county wholly in NY-23,yes,yes
021032,Pharmacy,"PETERSON DRUG COMPANY OF WESTERN NEW YORK, INC.",FAY'S CORNERDRUG,326 WEST WASHINGTON ST. BATH NY 14810-1097,326 WEST WASHINGTON ST,. BATH,14810,STEUBEN,Transfer,"July 30, 1991","March 22, 1995","March 22, 1995",022404,23,county wholly in NY-23,yes,yes
021039,Pharmacy,"PETERSON DRUG COMPANY OF WESTERN NEW YORK, INC.",FAY'S CORNERDRUG,K-MART SHOPPING PLAZA BOLIVAR RD. WELLSVILLE NY 14895,K-MART SHOPPING PLAZA BOLIVAR RD,. WELLSVILLE,14895,ALLEGANY,Transfer,"July 30, 1991","February 23, 1995","February 23, 1995",022397,23,county wholly in NY-23,yes,yes
021035,Pharmacy,"PETERSON DRUG COMPANY OF WESTERN NEW YORK, INC.",FAY'S CORNERDRUG,6918 ERIE ROAD DERBY NY 14047,6918 ERIE ROAD,DERBY,14047,ERIE,Transfer,"July 30, 1991","March 16, 1995","March 16, 1995",022401,,,unknown,yes
021040,Pharmacy,"PETERSON DRUG COMPANY OF WESTERN NEW YORK, INC.",FAY'S CORNERDRUG,497 W. KLEIN RD. WILLIAMSVILE NY 14221,497 W. KLEIN RD,. WILLIAMSVILE,14221,ERIE,Transfer,"July 30, 1991","March 04, 1995","March 04, 1995",022398,,,unknown,yes
021034,Pharmacy,"PETERSON DRUG COMPANY OF WESTERN NEW YORK, INC.",FAY'S CORNERDRUG,12181 OLEAN-BUFFALO RD. CHAFFEE NY 14530,12181 OLEAN-BUFFALO RD,. CHAFFEE,14530,CATTARAUGUS,Transfer,"July 30, 1991","March 10, 1995","March 10, 1995",021034,23,county wholly in NY-23,yes,yes
021031,Pharmacy,"PETERSON DRUG COMPANY OF WESTERN NEW YORK, INC.",FAY'S CORNERDRUG,13069 BROADWAY ALDEN NY 14001,13069 BROADWAY,ALDEN,14001,ERIE,Transfer,"July 30, 1991","March 10, 1995","March 10, 1995",022403,,,unknown,yes
021029,Pharmacy,"PETERSON DRUG COMPANY OF WESTERN NEW YORK, INC.",FAY'S CORNERDRUG,81 BUELL ST. AKRON NY 14001,81 BUELL ST,. AKRON,14001,ERIE,Transfer,"July 30, 1991","March 11, 1995","March 11, 1995",022402,,,unknown,yes
016391,Pharmacy,"PETERSON DRUG COMPANY WILLIAMSVILLE, INC.",,497 W. KLEIN ROAD WILLIAMSVILLE NY 14221,497 W. KLEIN ROAD,WILLIAMSVILLE,14221,ERIE,Transfer,"March 26, 1979","July 30, 1991","July 30, 1991",021040,,,unknown,yes
019248,Pharmacy,"PETERSON HEALTHCARE PHARMACY, INC.",PETERSON KARE PHARMACY,SO. 5999 SOUTHPARK AVE. HAMBURG NY 14075,SO. 5999 SOUTHPARK AVE,. HAMBURG,14075,ERIE,Discontinued,"October 09, 1986","October 29, 1988","October 29, 1988",NONE,,,unknown,yes
019322,Pharmacy,"PETERSON HEALTHCARE PHARMACY, INC.",PETERSON KARE PHARMACY,1234 ABBOTT ROAD LACKAWANNA NY 14218,1234 ABBOTT ROAD,LACKAWANNA,14218,ERIE,Transfer,"November 26, 1986","May 17, 1993","May 17, 1993",021677,,,unknown,yes
020641,Manufacturer,"PETERSON'S HEALTH & BEAUTY PRODUCTS, INC.",,257 FRANKLIN ST. BUFFALO NY 14202,257 FRANKLIN ST,. BUFFALO,14202,ERIE,Discontinued,"July 31, 1990","August 07, 1992","August 07, 1992",NONE,,,unknown,no
021116,Pharmacy,"PHAR-MOR OF DELAWARE, INC.",PHAR-MOR,2429 MILITARY RD. NIAGARA FALLS NY 14304,2429 MILITARY RD,. NIAGARA FALLS,14304,NIAGARA,Transfer,"November 19, 1991","April 09, 1993","April 09, 1993",021656,,,unknown,yes
020579,Manufacturer,PHARMA-TEK INC.,,744 BALDWIN ST. ELMIRA NY 14901,744 BALDWIN ST,. ELMIRA,14901,CHEMUNG,Transfer,"May 04, 1990","April 02, 2004","April 02, 2004",026598,23,county wholly in NY-23,yes,no
022803,Pharmacy,PHARMACY ASSOCIATES OF GLENS FALLS INC.,ROYAL CARE PHARMACY SERVICE,LONG TERM CARE FACILITY 4228 RIDGE LEA RD. AMHERST NY 14226,LONG TERM CARE FACILITY 4228 RIDGE LEA RD,. AMHERST,14226,ERIE,Discontinued,"March 07, 1996","May 28, 1999","May 28, 1999",NONE,,,unknown,yes
034006,Pharmacy,PHARMACY CORPORATION OF AMERICA,PHARMERICA,2355 UNION RD. SUITE 200 CHEEKTOWAGA NY 14227-2234,2355 UNION RD,. CHEEKTOWAGA,14227,ERIE,Discontinued,"November 27, 2015","September 30, 2022","September 30, 2022",NONE,,,unknown,yes
034007,Wholesaler,PHARMACY CORPORATION OF AMERICA,PHARMERICA,2355 UNION RD. SUITE 200 CHEEKTOWAGA NY 14227-2234,2355 UNION RD,. CHEEKTOWAGA,14227,ERIE,Discontinued,"November 27, 2015","September 30, 2022","September 30, 2022",NONE,,,unknown,no
035725,Pharmacy,"PHARMACY IN THE SQUARE, INC.",,940 UNION RD. WEST SENECA NY 14224-2332,940 UNION RD,. WEST SENECA,14224,ERIE,Active,"October 25, 2017","September 30, 2029",,NONE,26,Census batch geocode + point-in-district,no,yes
028502,Pharmacy,"PHARMACY OPERATIONS OF NEW YORK, INC.","MEDICINE SHOPPE, THE",2156 GRAND ISLAND BLVD GRAND ISLAND NY 14072,2156 GRAND ISLAND BLVD,GRAND ISLAND,14072,ERIE,Discontinued,"July 10, 2007","July 24, 2008","July 24, 2008",NONE,,,unknown,yes
028520,Pharmacy,"PHARMACY OPERATIONS OF NEW YORK, INC.","MEDICINE SHOPPE, THE",941 STATE ROUTE 17C OWEGO NY 13827,941 STATE ROUTE 17C,OWEGO,13827,TIOGA,Transfer,"August 03, 2007","February 02, 2009","February 02, 2009",023449,23,county wholly in NY-23,yes,yes
