piid,mod,signed,effective,completion,obligated,total_obligated,total_base_all,contracting_office,funding_office,pop_state,pop_city,pop_county,pop_zip,pop_cd,vendor,vendor_state,psc,psc_desc,naics,naics_desc,description,initiative,action_type
36C10X24F0106,P00001,2025-02-18,2024-09-30,2025-01-23,-1325627.62,425298.81,425298.81,SAC FREDERICK (36C10X),SAC FREDERICK (36C10X),VA,CHANTILLY,FAIRFAX,201513255,11,PROMETHEUS FEDERAL SERVICES LLC,,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,IDEA PROGRAM SUPPORT. TERMINATION FOR GOVERNMENT CONVENIENCE IAW FAR 52.212-4(L).,,DELIVERY ORDER
36C24925F0101,P00001,2025-02-18,2025-02-01,2030-01-31,-367515.20,0.00,0.00,249-NETWORK CONTRACT OFFICE 9 (36C249),626-NASHVILLE (00626),TN,NASHVILLE,DAVIDSON,372125824,07,SAFEGUARD SECURITY SOLUTIONS LLC,,S206,HOUSEKEEPING- GUARD,492210,LOCAL MESSENGERS AND LOCAL DELIVERY,UNARMED SECURITY GUARDS,,DELIVERY ORDER
36C24925P0340,P00001,2025-02-18,2025-02-14,2025-02-18,-12868.63,0.00,0.00,249-NETWORK CONTRACT OFFICE 9 (36C249),596-LEXINGTON(00596),KY,LONDON,LAUREL,407447580,05,ACCESS & MOBILITY ENTERPRISES INC,,6515,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",339113,SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,"TERMINATION FOR CONVENIENCE - VETERAN DIED. CLINICIAN PRESCRIBED VERTICAL PLATFORM LIFT (VPL) 53"" FOR VETERAN PATIENT.  INCLUDES DELIVERY, INSTALLATION, AND ON-SITE HOME INSTRUCTION. MODEL: VPL-3153",EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,PURCHASE ORDER
36C10X24F0081,P00002,2025-02-19,2024-07-12,2025-02-19,0.00,2448757.96,3953089.96,SAC FREDERICK (36C10X),SAC FREDERICK (36C10X),MD,FREDERICK,FREDERICK,217032817,06,"CPS PROFESSIONAL SERVICES, LLC",,U009,EDUCATION/TRAINING- GENERAL,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,EXECUTIVE COACHING PROGRAM,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,BPA CALL
36C10X24N0153,P00001,2025-02-19,2024-07-26,2025-02-19,0.00,672471.40,672471.40,SAC FREDERICK (36C10X),SAC FREDERICK (36C10X),MD,FREDERICK,FREDERICK,217038397,06,"RB CONSULTING, INC.",,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,TERMINATION FOR CONVENIENCE. EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING.,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C25024F0514,P00002,2025-02-19,2024-04-20,2025-02-19,0.00,2393.65,9574.60,250-NETWORK CONTRACT OFFICE 10 (36C250),506-ANN ARBOR (00506),MI,ANN ARBOR,WASHTENAW,481052303,06,"FOUR POINTS TECHNOLOGY, L.L.C.",,DA10,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,541519,OTHER COMPUTER RELATED SERVICES,ADOBE CONNECT MEETING SOFTWARE - TERMINATE FOR CONVENIENCE,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C10D23F0030,P00003,2025-02-20,2023-09-28,2025-02-20,0.00,4979543.35,4979543.35,VETERANS BENEFITS ADMIN (36C10D),VBA OFFICE OF AUTOMATED BENEFITS DELIVERY,DC,WASHINGTON,DISTRICT OF COLUMBIA,200061053,98,"SPREZZATURA MANAGEMENT CONSULTING, LLC",,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,DIGITAL MODERNIZATION ANALYTICAL SUPPORT SERVICES TO - TERMINATION FOR CONVENIENCE,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C10D24F0070,P00001,2025-02-20,2024-09-30,2025-02-20,0.00,7174621.34,37513899.52,VETERANS BENEFITS ADMIN (36C10D),VBA OFFICE OF AUTOMATED BENEFITS DELIVERY,DC,WASHINGTON,DISTRICT OF COLUMBIA,200061053,98,"DYNAMIC INTEGRATED SERVICES, LLC",,R499,SUPPORT- PROFESSIONAL: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,TERMINATION FOR CONVENIENCE - STRATEGIC COMMUNICATION & CHANGE MANAGEMENT SERVICES - REINSTATED,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C24523C0026,P00002,2025-02-20,2023-09-29,2025-02-14,0.00,4895283.84,12611421.60,245-NETWORK CONTRACT OFFICE 5 (36C245),VHACO UNDERSECRETARY FOR HEALTH,DC,WASHINGTON,DISTRICT OF COLUMBIA,200061053,98,"ANDREW MORGAN CONSULTING, LLC",,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",OY 1 PROJECT MANAGEMENT SUPPORT SERVICES,,DEFINITIVE CONTRACT
36C24624F0037,P00005,2025-02-20,2023-11-01,2024-12-31,-1677127.05,1556139.66,1556139.66,246-NETWORK CONTRACTING OFFICE 6 (36C246),658-SALEM (00658)(36C658),VA,SALEM,ROANOKE,241531668,06,EGA ASSOCIATES LLC,,Q401,MEDICAL- NURSING,561320,TEMPORARY HELP SERVICES,TERMINATION FOR CONVENIENCE CRITICAL NURSE STAFFING.,,DELIVERY ORDER
36C24924P1171,P00001,2025-02-20,2024-08-29,2025-02-20,-15289.41,0.00,0.00,249-NETWORK CONTRACT OFFICE 9 (36C249),626-NASHVILLE (00626),CA,SAN DIEGO,SAN DIEGO,921214320,51,OTTO BOCK PATIENT CARE LLC,,6515,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",339113,SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,"WORK WAS NOT COMPLETED IN 2024, AND EXCEEDED AGENCY POLICY FOR OPEN POS PAST 6-MOS.- TERMINATION FOR CONVENIENCE -",EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,PURCHASE ORDER
36C25024C0047,P00001,2025-02-20,2024-07-01,2029-06-30,-10120.00,0.00,0.00,250-NETWORK CONTRACT OFFICE 10 (36C250),541-BRECKSVILLE (00541),OH,CLEVELAND,CUYAHOGA,441062369,11,CASE WESTERN RESERVE UNIVERSITY,,AN14,HEALTH R&D SERVICES; HEALTH CARE SERVICES; R&D ADMINISTRATIVE EXPENSES,611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,IGF:CT:IGF:LEADERSHIP TRAINING,,DEFINITIVE CONTRACT
36C10D24F0037,P00001,2025-02-21,2024-05-28,2025-02-21,0.00,2708428.40,2708428.40,VETERANS BENEFITS ADMIN (36C10D),VBA HUMAN CAPITAL SERVICES,DC,WASHINGTON,DISTRICT OF COLUMBIA,200061053,98,"FOUR POINTS TECHNOLOGY, L.L.C.",,DH01,"IT AND TELECOM - PLATFORM SUPPORT SERVICES: DATABASE, MAINFRAME, MIDDLEWARE (LABOR)",541519,OTHER COMPUTER RELATED SERVICES,TERMINATION FOR CONVENIENCE - VA DOGE/SECRETARY DIRECTED.,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C25623P1596,P00002,2025-02-21,2023-09-01,2025-02-28,-25749.98,75750.02,239706.02,256-NETWORK CONTRACT OFFICE 16 (36C256),580-HOUSTON(00580),VA,WOODBRIDGE,PRINCE WILLIAM,221931471,07,TECHANAX LLC,,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),541519,OTHER COMPUTER RELATED SERVICES,NOTICE OF TERMINATION FOR CONVENIENCE.,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,PURCHASE ORDER
36C25624F0069,P00002,2025-02-21,2023-11-30,2025-02-21,-113078.55,189214.25,656528.45,256-NETWORK CONTRACT OFFICE 16 (36C256),256-NETWORK CONTRACT OFFICE 16 (36C256),LA,SHREVEPORT,CADDO,711014642,06,PERFORMAX 3 INCORPORATED,,DE01,"IT and Telecom - End User: Help Desk; Tier 1-2, Workspace, Print, Output, Productivity Tools (Labor)",611420,COMPUTER TRAINING,NOTICE OF TERMINATION FOR CONVENIENCE.,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C25723P0798,P00001,2025-02-21,2023-09-28,2024-09-27,-9716.00,0.00,0.00,257-NETWORK CONTRACT OFFICE 17 (36C257),549-DALLAS (00549),TX,DALLAS,DALLAS,752167167,30,"TEXAS SPONSOR A HIGHWAY, INC.",,R426,SUPPORT- PROFESSIONAL: COMMUNICATIONS,541850,INDOOR AND OUTDOOR DISPLAY ADVERTISING,TEXAS HIGHWAY ADVERTISEMENT SERVICES - T4C,,PURCHASE ORDER
36C10G25D0018,P00001,2025-02-24,2024-12-05,,0.00,0.00,4999932.16,STRATEGIC ACQUISITION CENTER FREDERICKSBURG (36C10G),STRATEGIC ACQUISITION CENTER FREDERICKSBURG (36C10G),,,,,,MARATHON MEDICAL CORPORATION,,6515,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",339113,SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,"THE ACTION TAKEN IS A TERMINATION FOR CONVENIENCE. 

FY25 NX EQ NEGATIVE PRESSURE WOUND THERAPY SYSTEM",,IDC
36C24923P0444,P00001,2025-02-24,2023-04-17,2024-07-01,-316371.37,9672.48,9672.48,249-NETWORK CONTRACT OFFICE 9 (36C249),621-MOUNTAIN HOME (00621),OH,MENTOR,LAKE,440601834,14,STERIS CORPORATION,,6515,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,STERIS STEAM STERILIZERS - AMSCO 600 AND INSTALLATION AMSCO 400 AND INSTALLATION.,,PURCHASE ORDER
36C25025F0232,P00001,2025-02-24,2025-01-01,2027-12-31,-6883.08,0.00,0.00,250-NETWORK CONTRACT OFFICE 10 (36C250),541-BRECKSVILLE (00541),OH,CLEVELAND,CUYAHOGA,441062369,11,WEST PUBLISHING CORPORATION,,R699,SUPPORT- ADMINISTRATIVE: OTHER,519130,INTERNET PUBLISHING AND BROADCASTING AND WEB SEARCH PORTALS,IGF:CT:IGF:CLEAR LAW ASSOCIATES,,DELIVERY ORDER
36C26024N0476,P00002,2025-02-24,2024-09-29,2025-01-12,-157316.89,0.00,0.00,260-NETWORK CONTRACT OFFICE 20 (36C260),663-SEATTLE (00663),CA,NATIONAL CITY,SAN DIEGO,919503225,52,"CORONADO DISTRIBUTION COMPANY, INC.",,7195,MISCELLANEOUS FURNITURE AND FIXTURES,337215,"SHOWCASE, PARTITION, SHELVING, AND LOCKER MANUFACTURING",SEATTLE VA MEDICAL CENTER AND AMERICAN LAKE SIT-STAND WORKSTATIONS.,,DELIVERY ORDER
36C10D22F0019,P00006,2025-02-25,2022-09-30,2025-02-25,0.00,4936605.46,4936605.46,VETERANS BENEFITS ADMIN (36C10D),VBA LOAN GUARANTY SERVICE,FL,PENSACOLA,ESCAMBIA,325024141,01,"DYNAMIC INTEGRATED SERVICES, LLC",,R699,SUPPORT- ADMINISTRATIVE: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,LGY STAFFING SUPPORT SERVICES - TERMINATION FOR CONVENIENCE - EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C10D23N0030,P00007,2025-02-25,2023-09-29,2025-02-25,0.00,3140250.45,3140250.45,VETERANS BENEFITS ADMIN (36C10D),VBA COMPENSATION SERVICE,DC,WASHINGTON,DISTRICT OF COLUMBIA,200064403,98,ALL IN SOLUTIONS LLC,,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,TERMINATE FOR CONVENIENCE - VBA OFFICE OF COMPENSATION SERVICES PROGRAM SUPPORT SERVICES - REINSTATED,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C10D24F0030,P00001,2025-02-25,2024-03-21,2025-02-25,0.00,12352083.96,34310082.86,VETERANS BENEFITS ADMIN (36C10D),VBA LOAN GUARANTY SERVICE,DC,WASHINGTON,DISTRICT OF COLUMBIA,200600004,98,SAG CORPORATION,,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,TERMINATION FOR CONVENIENCE - LGY MISSION SUPPORT SERVICES - REINSTATED,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C10D24F0089,P00001,2025-02-25,2024-09-30,2025-02-25,0.00,844164.94,844164.94,VETERANS BENEFITS ADMIN (36C10D),VBA LOAN GUARANTY SERVICE,DC,WASHINGTON,DISTRICT OF COLUMBIA,200061053,98,BLAKE WILLSON GROUP LLC,,R702,SUPPORT- MANAGEMENT: DATA COLLECTION,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,VBA LGY MORTGAGE MARKET DATA SERVICES PURCHASE - TERMINATION FOR CONVENIENCE,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C10D25P0025,P00002,2025-02-25,2025-01-15,2025-02-25,0.00,114646.56,114646.56,VETERANS BENEFITS ADMIN (36C10D),VBA OFFICE OF MISSION SUPPORT,DC,WASHINGTON,DISTRICT OF COLUMBIA,200064403,98,440 CONSULTING LLC,,R499,SUPPORT- PROFESSIONAL: OTHER,541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,INCREASING UNIT QUANTITY ON 4 CLINS AND DECREASING UNIT COST ON SAME CLINS - TERMINATION FOR CONVENIENCE,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,PURCHASE ORDER
36C10E20P0271,P00011,2025-02-25,2020-09-30,2025-02-25,0.00,5244960.41,5244960.41,VETERANS BENEFITS ADMIN (36C10D),VBA LOAN GUARANTY SERVICE,DC,WASHINGTON,DISTRICT OF COLUMBIA,200061004,98,"GI4, LLC",,R499,SUPPORT- PROFESSIONAL: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,DEOBLIGATING UNUSED FUNDS FROM OPT YR 2 - TERMINATION FOR CONVENIENCE,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,PURCHASE ORDER
36C10F23F0036,P00006,2025-02-25,2023-10-07,2025-02-25,0.00,11259332.82,11259332.82,OFFICE OF CONSTRUCTION &  FACILITIES MGMT (36C10F),OFFICE OF CONSTRUCTION &  FACILITIES MGMT (36C10F),DC,WASHINGTON,DISTRICT OF COLUMBIA,200012924,98,REEFPOINT GROUP LLC,,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,TERMINATE THE TASK ORDER FOR CONVENIENCE (EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING),EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C10X20F0040,P00011,2025-02-25,2020-06-01,2025-02-25,0.00,4534170.87,4534170.87,SAC FREDERICK (36C10X),SAC FREDERICK (36C10X),IN,INDIANAPOLIS,MARION,462681194,07,"GENTECH ASSOCIATES, INC.",,R703,SUPPORT- MANAGEMENT: ACCOUNTING,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,TERMINATION FOR CONVENIENCE,,DELIVERY ORDER
36C10X20N0105,P00009,2025-02-25,2020-07-20,2025-02-25,0.00,5532531.13,5532531.13,SAC FREDERICK (36C10X),SAC FREDERICK (36C10X),DC,WASHINGTON,DISTRICT OF COLUMBIA,200010004,98,"DISTRICT COMMUNICATIONS GROUP, LLC (THE)",,R426,SUPPORT- PROFESSIONAL: COMMUNICATIONS,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"IN466 - STRATEGIC COMMUNICATIONS, MARKETING, AND BRANDING 
EXERCISE OPTION PERIOD IV",EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C10X20N0151,P00017,2025-02-25,2020-09-28,2025-02-25,0.00,1639118.96,2696380.04,SAC FREDERICK (36C10X),SAC FREDERICK (36C10X),VA,ALDIE,LOUDOUN,201054012,10,BRENNSYS TECHNOLOGY LLC,,R499,SUPPORT- PROFESSIONAL: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"ABOUTFACE WEB DESIGN FOR VHA NATIONAL CENTER FOR PTSD: NOTICE OF 
TERMINATION FOR CONVENIENCE",EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C10X20P0038,P00008,2025-02-25,2020-03-25,2025-02-25,0.00,1339069.78,1339069.78,SAC FREDERICK (36C10X),SAC FREDERICK (36C10X),MD,FREDERICK,FREDERICK,217032817,06,"640 ACRES, LLC",,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"VA ACQUISITION ACADEMY (VAAA) ACQUISITION INTERNSHIP SCHOOL (AIS) OPERATIONAL SUPPORT SERVICES.  TERMINATION FOR GOVERNMENT CONVENIENCE IAW FAR 52.212-4(L). 
EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING.",EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,PURCHASE ORDER
36C10X20P0073,P00012,2025-02-25,2020-06-08,2025-02-25,0.00,3845556.23,4926736.73,SAC FREDERICK (36C10X),SAC FREDERICK (36C10X),MD,FREDERICK,FREDERICK,217031300,06,"GREEN-GATE TECHNOLOGY, INC",,U008,EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,MODIFICATION ISSUED TO TERMINATE THE CONTRACT IN ACCORDANCE WITH FAR 52.212-4(1) TERMINATION FOR GOVERNMENT'S CONVENIENCE- VAAA PROGRAM MANAGEMENT SCHOOL AND FACILITIES MANAGEMENT SCHOOL CURRICULUM DEVELOPMENT AND ASSESSMENT.,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,PURCHASE ORDER
36C10X21C0067,P00005,2025-02-25,2021-09-27,2025-02-25,0.00,4961640.20,6321723.02,SAC FREDERICK (36C10X),SAC FREDERICK (36C10X),NJ,BUTLER,MORRIS,074051371,11,"FIRST ENVIRONMENT, INC.",,R499,SUPPORT- PROFESSIONAL: OTHER,541620,ENVIRONMENTAL CONSULTING SERVICES,TERMINATION FOR CONVENIENCE,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DEFINITIVE CONTRACT
36C10X22N0112,P00003,2025-02-25,2022-09-15,2025-03-04,0.00,56166.38,99891.14,SAC FREDERICK (36C10X),SAC FREDERICK (36C10X),VA,ALDIE,LOUDOUN,201052784,10,BRENNSYS TECHNOLOGY LLC,,7610,BOOKS AND PAMPHLETS,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,TERMINATED,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C10X23C0064,P00003,2025-02-25,2023-09-29,2025-02-25,0.00,820910.00,820910.00,SAC FREDERICK (36C10X),ACQUISITION BUSINESS SERVICE (36C10C),CO,GREENWOOD VILLAGE,ARAPAHOE,801113512,06,ZUBER CONSULTING,,R410,SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"PROGRAMMING, DEVELOPMENT, DELIVERY, & SUPPORT OF THE INET ACCELERATOR PROGRAM | NOTICE OF TERMINATION FOR CONVENIENCE",,DEFINITIVE CONTRACT
36C10X23F0089,P00004,2025-02-25,2023-09-26,2025-02-25,0.00,14190159.23,42861239.23,SAC FREDERICK (36C10X),SAC FREDERICK (36C10X),DC,WASHINGTON,DISTRICT OF COLUMBIA,200010001,98,"CRUX FIRM LLC, THE",,U009,EDUCATION/TRAINING- GENERAL,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,NOTICE OF TERMINATION FOR CONVENIENCE | 'EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING'.,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,BPA CALL
36C10X23N0141,P00002,2025-02-25,2023-09-22,2025-02-25,0.00,341831.11,836150.41,SAC FREDERICK (36C10X),SAC FREDERICK (36C10X),VA,ARLINGTON,ARLINGTON,222093709,08,RB MANAGEMENT CONSULTANTS LLC,,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,NOTICE OF TERMINATION FOR CONVENIENCE,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C10X23N0143,P00004,2025-02-25,2023-09-28,2025-02-25,0.00,2370867.49,4962040.89,SAC FREDERICK (36C10X),SAC FREDERICK (36C10X),DC,WASHINGTON,DISTRICT OF COLUMBIA,200010001,98,"ADVANCED MANAGEMENT STRATEGIES GROUP, INC.",,U009,EDUCATION/TRAINING- GENERAL,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,NOTICE OF TERMINATION FOR CONVENIENCE,,DELIVERY ORDER
36C10X23P0008,P00009,2025-02-25,2022-10-31,2025-02-25,0.00,201569.82,391134.37,SAC FREDERICK (36C10X),SAC FREDERICK (36C10X),DC,WASHINGTON,DISTRICT OF COLUMBIA,200010001,98,MABBETT & ASSOCIATES INC,,R499,SUPPORT- PROFESSIONAL: OTHER,541620,ENVIRONMENTAL CONSULTING SERVICES,TERMINATION FOR THE GOVERNMENTS CONVENIENCE.,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,PURCHASE ORDER
36C10X23P0117,P00002,2025-02-25,2023-09-25,2025-02-25,0.00,34079.00,78655.00,SAC FREDERICK (36C10X),SAC FREDERICK (36C10X),VA,VIENNA,FAIRFAX,221822664,11,"APPLYLOGIC CONSULTING GROUP, LLC",,R420,SUPPORT- PROFESSIONAL: CERTIFICATIONS AND ACCREDITATIONS (OTHER THAN EDUC OR INFO TECH C&A),541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,MODIFICATION TO TERMINATE FOR THE GOVERNMENTS CONVENIENCE.,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,PURCHASE ORDER
36C10X24C0027,P00001,2025-02-25,2024-09-01,2025-02-25,0.00,1135610.00,2167380.00,SAC FREDERICK (36C10X),SAC FREDERICK (36C10X),TX,AUSTIN,TRAVIS,787413847,35,LG STRATEGIES LLC,,H965,"OTHER QC/TEST/INSPECT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,NOTICE OF TERMINATION FOR CONVENIENCE,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DEFINITIVE CONTRACT
36C10X24F0033,P00001,2025-02-25,2024-03-01,2025-02-25,0.00,1090711.40,2693985.80,SAC FREDERICK (36C10X),SAC FREDERICK (36C10X),DC,WASHINGTON,DISTRICT OF COLUMBIA,204200001,98,"OPERATIONS SERVICES, INC.",,R706,SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,541614,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",WAREHOUSE OPS,,DELIVERY ORDER
36C10X24F0047,P00001,2025-02-25,2024-04-12,2025-02-25,0.00,10990256.03,31913061.48,SAC FREDERICK (36C10X),SAC FREDERICK (36C10X),VA,FALLS CHURCH,FAIRFAX,220424530,08,"CPS PROFESSIONAL SERVICES, LLC",,R704,SUPPORT- MANAGEMENT: AUDITING,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,FINANCIAL AUDIT FOR MDE,,DELIVERY ORDER
36C10X24F0089,P00002,2025-02-25,2024-09-28,2025-02-25,0.00,47453.80,47453.80,SAC FREDERICK (36C10X),SAC FREDERICK (36C10X),MD,FREDERICK,FREDERICK,217032817,06,"STAFFORD CONSULTING COMPANY, INC.",,U008,EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,NOTICE OF TERMINATION FOR CONVENIENCE - EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING.,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,BPA CALL
36C10X24F0100,P00001,2025-02-25,2024-09-10,2025-02-25,0.00,191555.00,191555.00,SAC FREDERICK (36C10X),SAC FREDERICK (36C10X),OK,DURANT,BRYAN,747010252,02,"KAUFFMAN & ASSOCIATES, INC.",,R499,SUPPORT- PROFESSIONAL: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,TRIBAL CONSULTATION SERVICES BPA ORDER #8 - 2024/2025 TRIBAL CONSULTATION MEETING,,BPA CALL
36C10X24F0101,P00002,2025-02-25,2024-09-23,2025-02-25,0.00,238473.00,635245.44,SAC FREDERICK (36C10X),SAC FREDERICK (36C10X),VA,ALEXANDRIA,FAIRFAX,223076756,08,MERAKI COMMUNICATIONS GROUP LLC,,R499,SUPPORT- PROFESSIONAL: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"COMMERCIAL PROFESSIONAL SVCS-LEADERSHIP MADE THE DECISION TO TERMINATE THIS CONTRACT AS THIS SERVICE IS NO LONGER DEEMED AS REQUIRED FOR THE VA, ACCORDINGLY, IT IS IN THE BEST INTEREST OF THE GOVERNMENT TO TERMINATE FOR CONVENIENCE.",,DELIVERY ORDER
